incidentId,type,lat,lng,nearestStationId,nearestStationType,minDurationSeconds,minDurationMinutes
535,fire,19.140458,72.956285,3,police,786,13.1
536,hospital,19.251282,72.885844,12,fire,1313,21.9
537,crime,19.327761,72.906995,12,fire,1238,20.6
538,fire,19.30062,72.966311,3,police,1248,20.8
539,fire,19.144299,73.032161,11,fire,754,12.6
540,crime,19.137953,73.023571,10,fire,354,5.9
541,crime,19.184538,73.051234,11,fire,977,16.3
542,crime,19.208698,73.00129,3,police,305,5.1
543,fire,19.292124,73.042308,3,police,855,14.2
544,crime,19.311588,72.941391,3,police,1719,28.6
545,hospital,19.18726,73.057736,11,fire,1084,18.1
546,fire,19.132379,72.920187,6,hospital,662,11.0
547,crime,19.285683,73.055857,3,police,726,12.1
548,crime,19.207804,72.965476,3,police,146,2.4
549,hospital,19.203622,73.060806,3,police,1404,23.4
550,crime,19.314769,73.076959,3,police,941,15.7
551,crime,19.234238,72.995905,3,police,520,8.7
552,crime,19.250165,72.960348,7,hospital,793,13.2
553,fire,19.160643,73.01501,11,fire,789,13.1
554,crime,19.238428,73.041103,3,police,581,9.7
555,fire,19.206739,72.895403,12,fire,1150,19.2
556,hospital,19.144568,72.987962,10,fire,183,3.1
557,hospital,19.18149,72.891353,6,hospital,1161,19.3
558,fire,19.329195,72.939305,12,fire,1591,26.5
559,hospital,19.291872,73.057842,3,police,735,12.3
560,fire,19.312596,72.884834,12,fire,784,13.1
561,fire,19.232007,73.058434,3,police,850,14.2
562,fire,19.265783,72.953667,7,hospital,759,12.7
563,hospital,19.281945,73.02009,3,police,961,16.0
564,hospital,19.182663,73.053081,11,fire,1006,16.8
565,crime,19.165369,72.925005,3,police,666,11.1
566,hospital,19.32817,72.881015,12,fire,971,16.2
567,hospital,19.194785,72.936242,3,police,389,6.5
568,fire,19.130679,73.006933,10,fire,201,3.3
569,crime,19.270981,72.989565,7,hospital,500,8.3
570,hospital,19.213532,73.040279,3,police,857,14.3
571,hospital,19.262401,72.935283,7,hospital,871,14.5
572,fire,19.135237,72.886116,6,hospital,423,7.0
573,fire,19.202096,73.023768,3,police,473,7.9
574,fire,19.141123,72.949165,3,police,470,7.8
575,crime,19.131746,73.078882,11,fire,639,10.7
576,crime,19.127136,73.036024,10,fire,638,10.6
577,fire,19.280609,73.04543,3,police,790,13.2
578,fire,19.136468,72.992201,10,fire,209,3.5
579,crime,19.191021,72.976503,3,police,111,1.8
580,fire,19.308731,73.075049,3,police,956,15.9
581,fire,19.213331,72.945155,3,police,445,7.4
582,hospital,19.324626,73.00406,3,police,1252,20.9
583,crime,19.303752,72.908697,12,fire,551,9.2
584,crime,19.153689,73.000071,10,fire,112,1.9
585,fire,19.254754,72.931106,3,police,597,10.0
586,hospital,19.230222,73.078983,3,police,965,16.1
587,fire,19.274701,73.016995,3,police,1013,16.9
588,fire,19.164415,73.016118,11,fire,740,12.3
589,fire,19.251963,72.999936,3,police,697,11.6
590,hospital,19.310663,73.026873,3,police,1334,22.2
591,fire,19.257727,72.978443,7,hospital,507,8.5
592,crime,19.306516,73.011231,3,police,1267,21.1
593,hospital,19.317463,72.896305,12,fire,664,11.1
594,hospital,19.246497,72.911795,12,fire,1480,24.7
595,crime,19.304181,73.000875,3,police,1126,18.8
596,crime,19.245559,72.967346,7,hospital,421,7.0
597,hospital,19.28959,73.042665,3,police,854,14.2
598,crime,19.249623,72.912409,12,fire,1480,24.7
599,hospital,19.131089,72.926587,2,police,521,8.7
600,crime,19.314211,72.949203,3,police,1436,23.9
601,hospital,19.303451,73.073418,3,police,949,15.8
602,crime,19.255741,72.980917,7,hospital,381,6.4
603,hospital,19.233955,73.030703,3,police,503,8.4
604,fire,19.312221,72.996914,3,police,1148,19.1
605,hospital,19.17589,72.906861,6,hospital,1297,21.6
606,crime,19.147524,72.946889,3,police,586,9.8
607,crime,19.276964,72.886099,12,fire,387,6.5
608,fire,19.206088,72.900069,12,fire,1169,19.5
609,crime,19.132697,72.887718,6,hospital,413,6.9
610,hospital,19.215197,73.047074,3,police,933,15.6
611,fire,19.198721,72.883097,12,fire,900,15.0
612,crime,19.194234,73.025758,3,police,546,9.1
613,crime,19.167777,72.926134,3,police,666,11.1
614,fire,19.144919,72.891051,6,hospital,566,9.4
615,crime,19.268279,73.058447,3,police,922,15.4
616,crime,19.240584,72.950222,3,police,662,11.0
617,fire,19.280496,73.064347,3,police,934,15.6
618,crime,19.239484,72.915473,12,fire,1480,24.7
619,fire,19.30011,72.972727,3,police,1275,21.3
620,hospital,19.222498,72.997184,3,police,366,6.1
621,fire,19.283372,72.897865,12,fire,512,8.5
622,hospital,19.156994,72.988095,10,fire,145,2.4
623,hospital,19.157356,73.062529,11,fire,794,13.2
624,crime,19.190165,73.060711,11,fire,1120,18.7
625,fire,19.325048,73.005757,3,police,1241,20.7
626,crime,19.220744,73.02077,3,police,545,9.1
627,fire,19.265379,72.977251,7,hospital,429,7.2
628,fire,19.183511,73.017811,3,police,574,9.6
629,fire,19.230192,73.041178,3,police,704,11.7
630,crime,19.208197,72.979166,3,police,196,3.3
631,hospital,19.188279,73.027885,3,police,690,11.5
632,fire,19.253098,72.94814,3,police,574,9.6
633,hospital,19.280665,72.985986,3,police,1464,24.4
634,hospital,19.258532,72.959265,7,hospital,693,11.6
635,crime,19.250666,72.96603,7,hospital,420,7.0
636,hospital,19.286891,72.998511,3,police,1308,21.8
637,fire,19.191459,72.955587,3,police,283,4.7
638,crime,19.258314,73.039161,3,police,794,13.2
639,hospital,19.283488,72.975106,7,hospital,876,14.6
640,fire,19.120948,73.010287,10,fire,374,6.2
641,hospital,19.273502,73.03158,3,police,875,14.6
642,crime,19.149477,72.881797,6,hospital,584,9.7
643,crime,19.216395,72.948524,3,police,457,7.6
644,crime,19.121954,73.022932,10,fire,625,10.4
645,crime,19.299833,72.886521,12,fire,803,13.4
646,crime,19.172294,73.016043,3,police,628,10.5
647,crime,19.308044,73.026002,3,police,1342,22.4
648,crime,19.180803,72.89594,6,hospital,1161,19.3
649,fire,19.226127,73.0133,3,police,417,7.0
650,fire,19.234468,73.051057,3,police,705,11.8
651,fire,19.238789,73.032111,3,police,800,13.3
652,hospital,19.249607,73.065743,3,police,861,14.3
653,hospital,19.124546,72.97637,10,fire,458,7.6
654,crime,19.299351,72.947139,3,police,1863,31.0
655,hospital,19.174705,72.946195,3,police,419,7.0
656,fire,19.243032,73.040458,3,police,587,9.8
657,fire,19.122045,72.985899,10,fire,464,7.7
658,fire,19.149687,72.901813,6,hospital,1150,19.2
659,fire,19.229462,72.968285,7,hospital,203,3.4
660,hospital,19.182774,73.007,10,fire,452,7.5
661,hospital,19.166306,73.062788,11,fire,971,16.2
662,fire,19.208812,72.968729,3,police,268,4.5
663,crime,19.182039,72.927835,6,hospital,1555,25.9
664,crime,19.214816,72.925474,3,police,1109,18.5
665,hospital,19.295925,72.888279,12,fire,601,10.0
666,fire,19.322314,72.885808,12,fire,883,14.7
667,fire,19.21547,73.0639,3,police,1129,18.8
668,crime,19.157889,72.987069,10,fire,242,4.0
669,hospital,19.134671,72.964859,3,police,809,13.5
670,hospital,19.320984,72.899185,12,fire,863,14.4
671,fire,19.150853,73.116226,11,fire,1041,17.3
672,hospital,18.948097,73.095716,11,fire,1190,19.8
673,fire,19.105398,73.142645,11,fire,889,14.8
674,hospital,19.093109,73.016801,8,hospital,356,5.9
675,crime,19.081641,73.078394,11,fire,352,5.9
676,crime,19.067297,73.019834,8,hospital,173,2.9
677,hospital,19.051236,73.078305,11,fire,410,6.8
678,fire,19.143778,73.14419,11,fire,1365,22.7
679,hospital,19.040002,72.959219,8,hospital,1186,19.8
680,crime,18.967155,73.031202,8,hospital,892,14.9
681,crime,18.999602,73.027823,8,hospital,632,10.5
682,hospital,19.071818,73.062993,11,fire,501,8.4
683,hospital,19.01085,73.124583,11,fire,621,10.3
684,crime,19.153689,72.996184,10,fire,73,1.2
685,hospital,19.128121,73.121454,11,fire,793,13.2
686,fire,18.999253,73.069856,8,hospital,803,13.4
687,crime,18.935443,73.058771,11,fire,1305,21.8
688,hospital,19.064279,73.048889,8,hospital,902,15.0
689,fire,18.947228,72.957075,8,hospital,1573,26.2
690,hospital,18.960209,73.088095,11,fire,959,16.0
691,hospital,18.939927,73.088243,11,fire,1514,25.2
692,fire,19.129636,73.043507,11,fire,570,9.5
693,crime,19.026569,72.959823,2,police,789,13.1
694,hospital,19.113419,73.006447,10,fire,383,6.4
695,hospital,19.081758,73.077547,11,fire,372,6.2
696,crime,18.980815,72.965657,8,hospital,1330,22.2
697,hospital,18.949882,72.99075,8,hospital,1384,23.1
698,fire,19.02234,72.981711,,,,
699,fire,19.136696,73.115323,11,fire,933,15.6
700,hospital,19.069189,73.07459,11,fire,292,4.9
701,crime,19.074033,73.000641,8,hospital,367,6.1
702,hospital,19.117309,73.163762,11,fire,1142,19.0
703,hospital,19.092591,73.178485,11,fire,953,15.9
704,hospital,19.085705,73.152683,11,fire,550,9.2
705,crime,19.139335,73.002024,10,fire,153,2.6
706,fire,19.062503,73.16252,11,fire,907,15.1
707,fire,18.971637,73.146413,11,fire,886,14.8
708,hospital,19.1093,72.960327,3,police,1198,20.0
709,hospital,18.947133,73.097587,11,fire,1190,19.8
710,fire,19.069013,73.17294,11,fire,682,11.4
711,hospital,18.940045,73.13738,11,fire,764,12.7
712,crime,19.069483,72.989386,8,hospital,503,8.4
713,hospital,19.018762,73.144449,11,fire,1223,20.4
714,crime,19.10418,73.068223,11,fire,338,5.6
715,crime,19.104788,73.044178,4,police,883,14.7
716,fire,18.939331,73.063005,11,fire,1295,21.6
717,fire,19.080106,73.024193,4,police,265,4.4
718,fire,18.937592,73.047552,11,fire,1169,19.5
719,crime,19.0445,73.144733,11,fire,944,15.7
720,crime,19.099144,73.120176,11,fire,785,13.1
721,crime,18.961409,72.973579,8,hospital,1320,22.0
722,crime,19.079764,73.095659,11,fire,340,5.7
723,crime,19.154799,73.019851,11,fire,807,13.4
724,crime,18.976518,72.993741,8,hospital,1193,19.9
725,hospital,18.987556,73.047457,8,hospital,695,11.6
726,hospital,19.134246,72.954512,3,police,786,13.1
727,crime,18.959278,72.957803,8,hospital,1704,28.4
728,hospital,19.056845,73.168906,11,fire,1283,21.4
729,hospital,19.13538,72.952453,3,police,541,9.0
730,crime,19.117057,72.974984,10,fire,504,8.4
731,crime,19.125493,73.099618,11,fire,729,12.2
732,hospital,19.007611,73.092772,11,fire,397,6.6
733,fire,18.941626,72.975024,8,hospital,1673,27.9
734,crime,18.982763,72.964532,8,hospital,1335,22.3
735,crime,19.127049,73.053589,11,fire,468,7.8
736,crime,19.094732,73.130036,11,fire,593,9.9
737,fire,19.009987,73.090254,11,fire,428,7.1
738,fire,19.054165,73.089866,11,fire,268,4.5
739,crime,18.961593,73.084564,11,fire,959,16.0
740,hospital,19.016798,73.124384,11,fire,656,10.9
741,crime,19.085475,72.987742,8,hospital,538,9.0
742,hospital,19.097985,73.031025,4,police,423,7.0
743,fire,19.153798,73.159945,11,fire,1397,23.3
744,fire,19.143545,73.14262,11,fire,1376,22.9
745,fire,19.12763,73.156515,11,fire,1013,16.9
746,hospital,19.151427,73.109796,11,fire,1175,19.6
747,crime,19.048296,72.990649,8,hospital,370,6.2
748,hospital,19.019734,73.05707,8,hospital,471,7.9
749,crime,19.044433,73.021327,8,hospital,164,2.7
750,crime,19.0219,72.996018,8,hospital,679,11.3
751,hospital,18.989972,73.104828,11,fire,405,6.7
752,fire,18.965312,73.077288,11,fire,667,11.1
753,crime,19.158287,72.979064,3,police,926,15.4
754,fire,19.066328,73.120933,11,fire,292,4.9
755,fire,18.975409,73.046442,11,fire,901,15.0
756,fire,19.140733,73.106535,11,fire,1068,17.8
757,fire,19.099102,72.990166,10,fire,576,9.6
758,hospital,19.079355,73.148502,11,fire,490,8.2
759,fire,19.020789,73.015741,8,hospital,459,7.6
760,crime,19.090137,73.003552,8,hospital,525,8.7
761,fire,19.044371,73.081898,11,fire,406,6.8
762,crime,19.106478,73.103573,11,fire,594,9.9
763,hospital,19.058848,73.112318,11,fire,156,2.6
764,hospital,18.946481,73.173141,11,fire,735,12.3
765,hospital,19.022754,73.161967,11,fire,790,13.2
766,crime,19.012327,72.994325,8,hospital,711,11.9
767,hospital,19.097096,73.0837,11,fire,450,7.5
768,crime,19.006402,73.102798,11,fire,280,4.7
769,fire,18.963439,73.090618,11,fire,959,16.0
770,crime,19.106905,73.124524,11,fire,628,10.5
771,fire,18.976118,73.018149,8,hospital,1318,22.0
772,crime,18.942866,72.971958,8,hospital,1667,27.8
773,fire,18.966163,73.048931,11,fire,817,13.6
774,fire,19.069842,73.031885,4,police,221,3.7
775,crime,19.014123,73.102621,11,fire,384,6.4
776,fire,19.004037,73.0066,8,hospital,782,13.0
777,crime,18.96402,72.958462,8,hospital,1563,26.0
778,hospital,19.080043,73.173041,11,fire,911,15.2
779,fire,19.024906,72.987969,8,hospital,683,11.4
780,crime,19.088076,73.093039,11,fire,396,6.6
781,fire,19.011466,73.131943,11,fire,721,12.0
782,fire,18.94768,73.150363,11,fire,677,11.3
783,fire,19.08522,73.029888,4,police,316,5.3
784,fire,18.99068,72.996164,5,hospital,911,15.2
785,crime,18.99776,72.977254,5,hospital,840,14.0
786,crime,19.080574,73.172278,11,fire,915,15.2
787,hospital,19.118826,73.139402,11,fire,979,16.3
788,fire,19.129791,73.092885,11,fire,933,15.6
789,crime,18.970131,73.076075,11,fire,562,9.4
790,fire,18.985659,73.09796,11,fire,503,8.4
791,fire,18.989935,73.058087,8,hospital,760,12.7
792,hospital,19.089914,73.008376,8,hospital,460,7.7
793,fire,18.936424,73.016443,8,hospital,1053,17.5
794,fire,19.052034,73.098817,11,fire,71,1.2
795,fire,18.956526,73.153339,11,fire,608,10.1
796,fire,19.006022,73.032283,8,hospital,510,8.5
797,crime,19.028037,73.124331,11,fire,624,10.4
798,fire,19.138923,73.14925,11,fire,1426,23.8
799,crime,19.088937,73.061675,11,fire,451,7.5
800,crime,18.981733,73.157549,11,fire,893,14.9
801,fire,19.009884,73.049561,8,hospital,1073,17.9
802,fire,19.136021,72.950746,3,police,538,9.0
803,fire,19.149502,73.087846,11,fire,959,16.0
804,fire,19.081873,73.094151,11,fire,334,5.6
805,crime,18.97792,73.016793,8,hospital,953,15.9
806,fire,19.037305,73.123265,11,fire,449,7.5
807,crime,19.133763,73.144109,11,fire,1135,18.9
808,fire,19.039321,73.137622,11,fire,774,12.9
809,hospital,19.098298,73.031012,4,police,421,7.0
810,fire,18.932255,72.950977,8,hospital,1542,25.7
811,hospital,19.020884,73.134691,11,fire,817,13.6
812,crime,19.03797,72.99215,8,hospital,371,6.2
813,fire,18.974784,73.000505,5,hospital,970,16.2
814,fire,18.954222,73.03652,11,fire,869,14.5
815,crime,19.156908,73.126164,11,fire,1240,20.7
816,hospital,19.049856,73.111003,11,fire,280,4.7
817,fire,19.073051,73.001632,8,hospital,395,6.6
818,crime,19.029512,73.02797,8,hospital,278,4.6
819,hospital,18.960495,73.150562,11,fire,629,10.5
820,hospital,19.118299,72.987722,10,fire,482,8.0
821,hospital,18.959239,73.167247,11,fire,633,10.5
822,fire,18.952177,73.010989,8,hospital,1115,18.6
823,crime,18.996941,73.119951,11,fire,428,7.1
824,hospital,19.151329,73.012521,10,fire,293,4.9
825,hospital,19.126952,73.129541,11,fire,801,13.4
826,crime,19.029355,73.062413,8,hospital,431,7.2
827,hospital,19.103449,72.998442,10,fire,577,9.6
828,fire,18.936381,73.039204,11,fire,1024,17.1
829,hospital,18.938291,73.171373,11,fire,1622,27.0
830,crime,19.005453,73.027474,8,hospital,545,9.1
831,crime,19.067318,73.036486,4,police,289,4.8
832,hospital,18.98286,73.174984,11,fire,1076,17.9
833,hospital,18.967569,73.154731,11,fire,897,15.0
834,fire,19.00072,73.002914,8,hospital,785,13.1
835,fire,19.037814,73.101723,11,fire,168,2.8
836,hospital,18.975651,73.08256,11,fire,514,8.6
837,hospital,19.065851,73.11114,11,fire,216,3.6
838,fire,19.06048,72.96485,2,police,467,7.8
839,hospital,19.159724,72.972857,3,police,1040,17.3
840,crime,19.117523,72.963887,3,police,1186,19.8
841,hospital,19.012738,73.171488,11,fire,789,13.2
842,fire,19.113055,73.034011,10,fire,541,9.0
843,fire,19.039977,73.094092,11,fire,169,2.8
844,hospital,18.938317,73.011787,8,hospital,1094,18.2
845,fire,19.056283,73.052728,11,fire,633,10.5
846,fire,19.088958,73.078567,11,fire,227,3.8
847,hospital,19.120234,73.14264,11,fire,865,14.4
848,hospital,19.138292,73.119602,11,fire,859,14.3
849,crime,19.143438,72.956838,3,police,725,12.1
850,fire,18.953503,73.003135,8,hospital,1199,20.0
851,fire,19.131228,73.030045,10,fire,620,10.3
852,crime,18.975559,73.167982,11,fire,1041,17.3
853,crime,19.058576,73.104758,11,fire,183,3.0
854,fire,18.943075,73.115674,11,fire,997,16.6
855,hospital,19.103872,73.077534,11,fire,421,7.0
856,hospital,19.110467,72.954197,3,police,953,15.9
857,hospital,19.153752,73.020767,11,fire,853,14.2
858,crime,19.120563,73.177289,11,fire,1810,30.2
859,crime,19.140804,73.054446,11,fire,641,10.7
860,hospital,19.106142,73.149617,11,fire,722,12.0
861,hospital,19.0644,73.036474,4,police,316,5.3
862,fire,19.142431,72.987089,10,fire,232,3.9
863,hospital,19.106837,73.030724,4,police,567,9.5
864,fire,19.094102,72.980382,10,fire,689,11.5
865,crime,19.029769,73.127159,11,fire,543,9.1
866,crime,19.030345,72.98442,,,,
867,crime,18.976982,72.982971,8,hospital,1230,20.5
868,fire,19.089514,72.97975,8,hospital,487,8.1
869,hospital,19.007836,72.960666,5,hospital,783,13.0
870,hospital,19.069598,73.014755,8,hospital,382,6.4
871,fire,18.93954,73.132434,11,fire,707,11.8
872,hospital,19.150539,73.058675,11,fire,637,10.6
873,hospital,19.057511,73.141442,11,fire,545,9.1
874,fire,19.047611,72.95363,8,hospital,1064,17.7
875,crime,18.957375,73.009651,8,hospital,1075,17.9
876,crime,19.080481,73.040794,4,police,492,8.2
877,crime,18.95428,73.060459,11,fire,902,15.0
878,fire,18.939819,73.07916,11,fire,1300,21.7
879,crime,19.004533,73.154886,11,fire,810,13.5
880,crime,19.038588,73.084595,11,fire,482,8.0
881,crime,19.058986,72.987239,8,hospital,441,7.3
882,hospital,18.931211,73.104562,11,fire,1212,20.2
883,crime,18.948668,73.05923,11,fire,1029,17.2
884,crime,19.107767,73.152834,11,fire,753,12.6
885,crime,19.111622,73.109371,11,fire,698,11.6
886,fire,19.009167,73.082139,11,fire,525,8.8
887,hospital,19.101983,73.107355,11,fire,556,9.3
888,fire,18.962626,73.065318,11,fire,898,15.0
889,crime,18.97351,73.179721,11,fire,972,16.2
890,hospital,18.948495,73.096006,11,fire,1190,19.8
891,crime,18.952476,72.968922,8,hospital,1618,27.0
892,fire,18.994023,73.168625,11,fire,1035,17.2
893,hospital,19.067504,72.976165,2,police,558,9.3
894,fire,19.122437,73.081814,11,fire,798,13.3
895,hospital,19.141647,73.026513,11,fire,754,12.6
896,fire,19.157048,73.008197,10,fire,173,2.9
897,crime,19.067305,73.175366,11,fire,679,11.3
898,fire,19.016624,73.116605,11,fire,605,10.1
899,hospital,19.036551,73.04636,8,hospital,556,9.3
900,fire,18.991672,73.137701,11,fire,503,8.4
901,fire,18.954673,72.950172,8,hospital,1726,28.8
902,fire,19.094694,73.105291,11,fire,560,9.3
903,fire,18.946131,73.0676,11,fire,1214,20.2
904,hospital,18.99295,73.121663,11,fire,421,7.0
905,crime,18.995011,73.159546,11,fire,1012,16.9
906,crime,19.098309,73.000979,10,fire,569,9.5
907,fire,18.976672,72.996462,5,hospital,951,15.9
908,hospital,19.013486,73.06119,8,hospital,907,15.1
909,hospital,18.991043,73.115851,11,fire,371,6.2
910,hospital,19.009607,73.137472,11,fire,839,14.0
911,crime,18.974469,73.025832,8,hospital,846,14.1
912,hospital,19.140249,73.117764,11,fire,979,16.3
913,hospital,18.948338,72.996953,8,hospital,1286,21.4
914,fire,19.113713,73.160916,11,fire,1142,19.0
915,crime,18.959043,73.024355,8,hospital,1080,18.0
916,fire,19.126772,72.971613,3,police,1047,17.5
917,crime,19.111699,73.118242,11,fire,934,15.6
918,hospital,19.043117,72.965,8,hospital,1149,19.1
919,hospital,19.143315,73.121187,11,fire,881,14.7
920,fire,18.972585,73.053651,11,fire,919,15.3
921,fire,19.363926,72.854122,12,fire,1290,21.5
922,hospital,19.32005,72.770446,,,,
923,crime,19.310987,72.807909,12,fire,847,14.1
924,crime,19.382352,72.844766,12,fire,1629,27.1
925,crime,19.377133,72.812542,12,fire,1592,26.5
926,crime,19.280766,72.790772,12,fire,910,15.2
927,hospital,19.360078,72.813283,12,fire,1476,24.6
928,crime,19.383475,72.832296,12,fire,1626,27.1
929,crime,19.343512,72.851199,12,fire,1393,23.2
930,fire,19.409882,72.888267,12,fire,1125,18.7
931,fire,19.290458,72.876295,12,fire,261,4.4
932,crime,19.413646,72.806415,12,fire,1866,31.1
933,crime,19.288648,72.879013,12,fire,297,4.9
934,fire,19.435199,72.850018,12,fire,1476,24.6
935,crime,19.400011,72.792669,12,fire,1898,31.6
936,hospital,19.314163,72.887476,12,fire,784,13.1
937,hospital,19.342529,72.880045,12,fire,1397,23.3
938,crime,19.34786,72.85928,12,fire,1849,30.8
939,crime,19.342123,72.876624,12,fire,1431,23.9
940,hospital,19.396394,72.873947,12,fire,1244,20.7
941,hospital,19.308912,72.822335,12,fire,965,16.1
942,fire,19.317344,72.822875,12,fire,886,14.8
943,crime,19.330163,72.865017,12,fire,1602,26.7
944,crime,19.297475,72.884607,12,fire,1085,18.1
945,fire,19.454272,72.838601,12,fire,2208,36.8
946,crime,19.451319,72.878686,12,fire,1386,23.1
947,fire,19.280791,72.780081,12,fire,1034,17.2
948,crime,19.394654,72.806084,12,fire,1867,31.1
949,crime,19.370731,72.850725,12,fire,2025,33.8
950,hospital,19.415413,72.808937,12,fire,1750,29.2
951,crime,19.284773,72.816279,12,fire,811,13.5
952,crime,19.444182,72.846407,12,fire,1655,27.6
953,fire,19.34528,72.816561,12,fire,1438,24.0
954,crime,19.341176,72.879053,12,fire,1450,24.2
955,fire,19.396643,72.790827,12,fire,1936,32.3
956,crime,19.315408,72.817192,12,fire,965,16.1
957,fire,19.341438,72.815287,12,fire,1566,26.1
958,fire,19.443982,72.839097,12,fire,1724,28.7
959,crime,19.404995,72.831334,12,fire,1405,23.4
960,fire,19.340538,72.853472,12,fire,1413,23.6
961,hospital,19.399049,72.831671,12,fire,1408,23.5
962,hospital,19.391569,72.768691,12,fire,2083,34.7
963,fire,19.333628,72.766904,,,,
964,hospital,19.375852,72.832554,12,fire,1624,27.1
965,crime,19.382064,72.848684,12,fire,1486,24.8
966,crime,19.384156,72.888639,12,fire,968,16.1
967,crime,19.298683,72.797852,12,fire,730,12.2
968,fire,19.464646,72.810615,12,fire,2076,34.6
969,fire,19.3704,72.781067,12,fire,2048,34.1
970,crime,19.340215,72.786812,12,fire,1864,31.1
971,fire,19.296707,72.763244,,,,
972,hospital,19.466557,72.850402,12,fire,1659,27.7
973,crime,19.42086,72.763472,12,fire,2146,35.8
974,hospital,19.363469,72.877534,12,fire,1017,17.0
975,fire,19.321632,72.866454,12,fire,569,9.5
976,fire,19.376189,72.802365,12,fire,1666,27.8
977,hospital,19.371841,72.774258,12,fire,1979,33.0
978,hospital,19.281453,72.788638,12,fire,864,14.4
979,crime,19.380286,72.845118,12,fire,1574,26.2
980,fire,19.371245,72.774484,12,fire,1965,32.8
981,fire,19.413213,72.885493,12,fire,1152,19.2
982,hospital,19.436561,72.814152,12,fire,1805,30.1
983,fire,19.424744,72.832189,12,fire,1524,25.4
984,fire,19.446098,72.864887,12,fire,1436,23.9
985,hospital,19.459946,72.845673,12,fire,2040,34.0
986,hospital,19.445513,72.857852,12,fire,1603,26.7
987,fire,19.295955,72.886039,12,fire,1137,18.9
988,crime,19.450663,72.868362,12,fire,1612,26.9
989,fire,19.385783,72.770437,12,fire,2026,33.8
990,crime,19.334762,72.819028,12,fire,1535,25.6
991,fire,19.318476,72.793947,12,fire,832,13.9
992,fire,19.330441,72.855965,12,fire,1906,31.8
993,hospital,19.382592,72.811365,12,fire,1738,29.0
994,fire,19.343466,72.856778,12,fire,1875,31.3
995,crime,19.458499,72.839192,12,fire,2086,34.8
996,hospital,19.393311,72.767873,12,fire,2189,36.5
997,fire,19.287748,72.845371,12,fire,443,7.4
998,crime,19.392385,72.811514,12,fire,1955,32.6
999,crime,19.29304,72.864376,12,fire,276,4.6
1000,hospital,19.422558,72.794743,12,fire,1883,31.4
1001,crime,19.418412,72.821566,12,fire,1545,25.7
1002,hospital,19.459766,72.847321,12,fire,1927,32.1
1003,fire,19.28903,72.848609,12,fire,544,9.1
1004,hospital,19.365176,72.803051,12,fire,1620,27.0
1005,crime,19.311948,72.857493,12,fire,413,6.9
1006,crime,19.29246,72.884639,12,fire,537,8.9
1007,crime,19.430804,72.884849,12,fire,1488,24.8
1008,fire,19.326246,72.792167,12,fire,1772,29.5
1009,fire,19.306333,72.839431,12,fire,542,9.0
1010,fire,19.426949,72.78559,12,fire,1926,32.1
1011,crime,19.433328,72.862655,12,fire,1238,20.6
1012,crime,19.292551,72.838721,12,fire,1004,16.7
1013,fire,19.407176,72.889133,12,fire,1143,19.0
1014,hospital,19.423862,72.83135,12,fire,1473,24.6
1015,crime,19.401682,72.837024,12,fire,1346,22.4
1016,hospital,19.383448,72.815036,12,fire,1659,27.6
1017,fire,19.45419,72.760397,12,fire,2352,39.2
1018,crime,19.452406,72.884358,12,fire,1406,23.4
1019,crime,19.340144,72.823061,12,fire,1378,23.0
1020,crime,19.337738,72.864981,12,fire,1641,27.3
1021,hospital,19.409356,72.795635,12,fire,1869,31.2
1022,hospital,19.467252,72.843369,12,fire,1700,28.3
1023,crime,19.323648,72.773272,,,,
1024,fire,19.461304,72.81151,12,fire,1924,32.1
1025,hospital,19.334512,72.76475,,,,
1026,hospital,19.401745,72.838386,12,fire,1308,21.8
1027,crime,19.369646,72.837238,12,fire,1841,30.7
1028,crime,19.321525,72.871361,12,fire,1032,17.2
1029,fire,19.297322,72.876947,12,fire,263,4.4
1030,crime,19.435988,72.857436,12,fire,1348,22.5
1031,crime,19.288495,72.807511,12,fire,647,10.8
1032,crime,19.446589,72.769925,12,fire,2180,36.3
1033,fire,19.449897,72.845136,12,fire,1889,31.5
1034,crime,19.428966,72.800915,12,fire,1929,32.2
1035,hospital,19.375365,72.885133,12,fire,1201,20.0
1036,fire,19.446952,72.840664,12,fire,2246,37.4
1037,fire,19.450115,72.847852,12,fire,1889,31.5
1038,crime,19.388527,72.868168,12,fire,1673,27.9
1039,hospital,19.445877,72.820095,12,fire,1716,28.6
1040,fire,19.335285,72.876267,12,fire,1521,25.3
1041,hospital,19.414605,72.813136,12,fire,1733,28.9
1042,crime,19.284548,72.878238,12,fire,308,5.1
1043,fire,19.428134,72.813316,12,fire,1795,29.9
1044,fire,19.305992,72.857054,12,fire,304,5.1
1045,crime,19.413716,72.849413,12,fire,1313,21.9
1046,fire,19.444615,72.853162,12,fire,1566,26.1
1047,crime,19.391523,72.787622,12,fire,1904,31.7
1048,crime,19.45347,72.880335,12,fire,1336,22.3
1049,hospital,19.325287,72.821557,12,fire,1749,29.1
1050,hospital,19.464751,72.760487,12,fire,2307,38.4
1051,fire,19.442876,72.838419,12,fire,1724,28.7
1052,fire,19.3198,72.769826,,,,
1053,crime,19.464048,72.822138,12,fire,1872,31.2
1054,crime,19.389452,72.772875,12,fire,2019,33.6
1055,fire,19.462375,72.85861,12,fire,2079,34.7
1056,crime,19.457467,72.872765,12,fire,1628,27.1
1057,fire,19.457461,72.760864,12,fire,2297,38.3
