incident_id,incident_time,incident_start,incident_end,response_time_seconds,lat,lng,station_id,station_name,call_type,alarm_level,priority_code,dispatch_zone,locality,distance_km_est,route_distance_meters,route_duration_seconds,modeled_current_response_seconds
CAD-F-202511-0247,2025-11-10T17:15:36,2025-11-10T17:17:12,2025-11-10T17:30:12,780,18.527668,73.923041,FS-205,Kharadi Station,Structure Fire,1,2,Z-2,Shivajinagar,5.336,5335.5,576.9,780
CAD-F-202511-0248,2025-11-21T20:44:29,2025-11-21T20:45:33,2025-11-21T20:57:58,745,18.60675,73.777943,FS-207,Nigdi Station,Residential Alarm,1,2,Z-4,Kothrud,6.637,6636.51,603.52,745
CAD-F-202507-0249,2025-07-18T11:15:11,2025-07-18T11:16:50,2025-07-18T11:23:34,404,18.533379,73.891021,FS-201,Shivajinagar Station,Structure Fire,1,2,Z-2,Kothrud,6.235,6235.38,385.07,404
CAD-F-202501-0250,2025-01-07T16:22:15,2025-01-07T16:22:43,2025-01-07T16:31:30,527,18.541209,73.910755,FS-205,Kharadi Station,Vehicle Fire,2,3,Z-2,Chinchwad,6.234,6234.33,482.5,527
CAD-F-202507-0251,2025-07-16T13:59:01,2025-07-16T13:59:43,2025-07-16T14:03:47,244,18.522316,73.875969,FS-201,Shivajinagar Station,Vehicle Fire,1,3,Z-1,Shivajinagar,3.629,3628.69,249.86,244
CAD-F-202508-0252,2025-08-07T16:37:26,2025-08-07T16:38:37,2025-08-07T16:46:19,462,18.487015,73.889347,FS-203,Hadapsar Station,Electrical Fire,2,1,Z-3,Bhosari,7.677,7677.23,434.06,462
CAD-F-202510-0253,2025-10-01T12:38:01,2025-10-01T12:38:43,2025-10-01T12:48:59,616,18.511586,73.977461,FS-203,Hadapsar Station,Residential Alarm,2,1,Z-3,Kothrud,6.198,6197.57,544.76,616
CAD-F-202501-0254,2025-01-31T09:11:11,2025-01-31T09:12:07,2025-01-31T09:14:37,150,18.530218,73.854835,FS-201,Shivajinagar Station,Commercial Fire,1,2,Z-1,Chinchwad,0.962,962.38,57.76,150
CAD-F-202508-0255,2025-08-14T00:02:57,2025-08-14T00:04:24,2025-08-14T00:11:00,396,18.53959,73.877028,FS-201,Shivajinagar Station,Rescue Assist,2,2,Z-2,Bhosari,4.53,4529.64,342.65,396
CAD-F-202510-0256,2025-10-15T12:31:17,2025-10-15T12:31:55,2025-10-15T12:39:15,440,18.520676,73.896621,FS-203,Hadapsar Station,Industrial Incident,3,1,Z-3,Wagholi,6.897,6896.84,391.4,440
CAD-F-202502-0257,2025-02-23T07:17:06,2025-02-23T07:18:35,2025-02-23T07:26:04,449,18.5481,73.926463,FS-205,Kharadi Station,Vehicle Fire,2,1,Z-2,Bhosari,3.506,3506.29,324.71,449
CAD-F-202504-0258,2025-04-17T23:15:19,2025-04-17T23:15:53,2025-04-17T23:21:21,328,18.543625,73.878801,FS-201,Shivajinagar Station,Structure Fire,1,2,Z-1,Baner,5.549,5549.41,285.06,328
CAD-F-202504-0259,2025-04-23T12:08:05,2025-04-23T12:08:46,2025-04-23T12:11:50,184,18.500267,73.951519,FS-203,Hadapsar Station,Industrial Incident,1,2,Z-3,Nigdi,2.103,2103.42,107.12,184
CAD-F-202507-0260,2025-07-08T09:43:00,2025-07-08T09:44:20,2025-07-08T09:51:08,408,18.539933,73.884396,FS-201,Shivajinagar Station,Structure Fire,2,3,Z-1,Bhosari,5.062,5061.85,264.26,408
CAD-F-202507-0261,2025-07-18T08:51:28,2025-07-18T08:53:08,2025-07-18T08:57:35,267,18.524878,73.845235,FS-201,Shivajinagar Station,Residential Alarm,2,2,Z-1,Wagholi,2.218,2218.08,196.32,267
CAD-F-202507-0262,2025-07-28T02:49:17,2025-07-28T02:49:58,2025-07-28T02:54:49,291,18.525821,73.931274,FS-203,Hadapsar Station,Industrial Incident,1,3,Z-3,Kharadi,4.618,4617.97,223.37,291
CAD-F-202505-0263,2025-05-08T13:31:25,2025-05-08T13:32:18,2025-05-08T13:39:16,418,18.5601,73.968625,FS-204,Wagholi Station,Residential Alarm,1,2,Z-2,Hadapsar,4.342,4341.7,345.27,418
CAD-F-202507-0264,2025-07-29T17:08:58,2025-07-29T17:10:50,2025-07-29T17:19:51,541,18.486611,73.892278,FS-203,Hadapsar Station,Structure Fire,1,1,Z-1,Pimpri,7.207,7207.44,382.73,541
CAD-F-202504-0265,2025-04-09T18:02:06,2025-04-09T18:04:05,2025-04-09T18:11:15,430,18.532693,73.923418,FS-205,Kharadi Station,Vehicle Fire,2,2,Z-1,Shivajinagar,3.835,3834.99,329.52,430
CAD-F-202512-0266,2025-12-21T07:15:30,2025-12-21T07:16:50,2025-12-21T07:24:32,462,18.547235,73.833725,FS-201,Shivajinagar Station,Vehicle Fire,1,3,Z-1,Kothrud,3.428,3428.05,384.31,462
CAD-F-202503-0267,2025-03-16T15:14:44,2025-03-16T15:15:51,2025-03-16T15:19:15,204,18.647951,73.773556,FS-207,Nigdi Station,Residential Alarm,3,3,Z-4,Baner,1.058,1058.06,163.96,204
CAD-F-202512-0268,2025-12-02T06:29:23,2025-12-02T06:30:20,2025-12-02T06:47:14,1014,18.609955,73.889528,FS-208,Bhosari Station,Vehicle Fire,1,4,Z-5,Baner,7.124,7123.77,806.24,1014
CAD-F-202511-0269,2025-11-02T20:05:55,2025-11-02T20:07:18,2025-11-02T20:12:45,327,18.526231,73.854245,FS-201,Shivajinagar Station,Structure Fire,2,3,Z-1,Bhosari,1.627,1626.58,209.28,327
CAD-F-202511-0270,2025-11-17T10:35:55,2025-11-17T10:37:16,2025-11-17T10:44:11,415,18.638526,73.820968,FS-208,Bhosari Station,Rescue Assist,1,3,Z-4,Nigdi,4.352,4352.12,377.41,415
CAD-F-202507-0271,2025-07-01T08:09:41,2025-07-01T08:10:34,2025-07-01T08:18:34,480,18.4991,73.87794,FS-203,Hadapsar Station,Vehicle Fire,1,1,Z-3,Wagholi,7.675,7675.18,348.89,480
CAD-F-202505-0272,2025-05-07T18:39:11,2025-05-07T18:39:38,2025-05-07T18:45:28,350,18.539116,73.929129,FS-205,Kharadi Station,Electrical Fire,1,2,Z-2,Nigdi,2.534,2534.13,236.97,350
CAD-F-202511-0273,2025-11-05T20:31:33,2025-11-05T20:32:12,2025-11-05T20:50:45,1113,18.61105,73.808978,FS-207,Nigdi Station,Structure Fire,1,2,Z-4,Nigdi,9.464,9463.88,798.25,1113
CAD-F-202512-0274,2025-12-17T10:35:43,2025-12-17T10:37:39,2025-12-17T10:50:55,796,18.666199,73.834562,FS-208,Bhosari Station,Industrial Incident,2,2,Z-4,Kharadi,7.042,7042.12,693.79,796
CAD-F-202505-0275,2025-05-18T11:11:55,2025-05-18T11:12:59,2025-05-18T11:21:10,491,18.543285,73.917422,FS-205,Kharadi Station,Vehicle Fire,1,1,Z-2,Chinchwad,4.37,4369.68,439.13,491
CAD-F-202511-0276,2025-11-02T19:46:34,2025-11-02T19:47:44,2025-11-02T19:57:27,583,18.531634,73.917459,FS-205,Kharadi Station,Commercial Fire,3,2,Z-2,Kothrud,4.513,4513.24,378.02,583
CAD-F-202508-0277,2025-08-25T15:31:38,2025-08-25T15:32:47,2025-08-25T15:35:45,178,18.528405,73.858683,FS-201,Shivajinagar Station,Electrical Fire,1,1,Z-1,Baner,1.308,1307.87,119.7,178
CAD-F-202509-0278,2025-09-19T03:16:35,2025-09-19T03:18:14,2025-09-19T03:25:49,455,18.659379,73.821659,FS-208,Bhosari Station,Industrial Incident,1,3,Z-4,Chinchwad,6.004,6003.99,410.03,455
CAD-F-202504-0279,2025-04-03T08:05:19,2025-04-03T08:05:50,2025-04-03T08:19:48,838,18.487908,73.880783,FS-203,Hadapsar Station,Structure Fire,1,2,Z-3,Pimpri,9.804,9803.72,678.82,838
CAD-F-202510-0280,2025-10-22T16:22:17,2025-10-22T16:22:49,2025-10-22T16:34:38,709,18.54319,73.94674,FS-205,Kharadi Station,Structure Fire,2,4,Z-2,Chinchwad,5.354,5354.46,637.31,709
CAD-F-202508-0281,2025-08-14T17:38:31,2025-08-14T17:39:22,2025-08-14T17:46:49,447,18.61773,73.829241,FS-208,Bhosari Station,Rescue Assist,1,3,Z-5,Shivajinagar,4.889,4889.21,335.03,447
CAD-F-202504-0282,2025-04-26T12:30:31,2025-04-26T12:31:42,2025-04-26T12:39:19,457,18.549994,73.912256,FS-205,Kharadi Station,Structure Fire,1,2,Z-2,Hadapsar,5.36,5359.7,386.3,457
CAD-F-202512-0283,2025-12-09T15:17:14,2025-12-09T15:18:42,2025-12-09T15:30:31,709,18.602965,73.896383,FS-204,Wagholi Station,Commercial Fire,3,2,Z-5,Kharadi,10.796,10795.92,690.81,709
CAD-F-202504-0284,2025-04-04T01:27:48,2025-04-04T01:28:59,2025-04-04T01:36:47,468,18.655062,73.807974,FS-207,Nigdi Station,Commercial Fire,2,2,Z-4,Nigdi,5.392,5392.19,425.85,468
CAD-F-202509-0285,2025-09-23T17:05:04,2025-09-23T17:06:10,2025-09-23T17:15:39,569,18.637857,73.787565,FS-207,Nigdi Station,Structure Fire,1,3,Z-4,Chinchwad,4.44,4440.16,384.28,569
CAD-F-202504-0286,2025-04-06T20:41:55,2025-04-06T20:43:49,2025-04-06T20:48:11,262,18.628105,73.836925,FS-208,Bhosari Station,Industrial Incident,1,3,Z-5,Kothrud,1.129,1128.68,197.25,262
CAD-F-202508-0287,2025-08-08T10:26:12,2025-08-08T10:26:52,2025-08-08T10:33:00,368,18.544648,73.85532,FS-201,Shivajinagar Station,Residential Alarm,1,3,Z-1,Kothrud,2.243,2243.34,276.29,368
CAD-F-202509-0288,2025-09-25T05:54:22,2025-09-25T05:55:41,2025-09-25T06:10:24,883,18.613501,73.903095,FS-204,Wagholi Station,Rescue Assist,3,2,Z-5,Kharadi,12.341,12340.6,853.19,883
CAD-F-202506-0289,2025-06-29T07:01:27,2025-06-29T07:02:43,2025-06-29T07:11:39,536,18.65975,73.800907,FS-207,Nigdi Station,Structure Fire,1,2,Z-4,Nigdi,4.449,4449.18,432.93,536
CAD-F-202504-0290,2025-04-24T09:46:08,2025-04-24T09:47:17,2025-04-24T09:57:11,594,18.608327,73.827959,FS-208,Bhosari Station,Structure Fire,2,3,Z-5,Kharadi,6.805,6804.7,429.52,594
CAD-F-202505-0291,2025-05-09T21:13:54,2025-05-09T21:15:35,2025-05-09T21:28:25,770,18.617921,73.909876,FS-204,Wagholi Station,Residential Alarm,1,2,Z-5,Wagholi,10.749,10748.74,723.54,770
CAD-F-202508-0292,2025-08-03T20:29:32,2025-08-03T20:30:22,2025-08-03T20:41:29,667,18.59746,73.930358,FS-204,Wagholi Station,Vehicle Fire,1,2,Z-2,Nigdi,6.328,6327.63,438.08,667
CAD-F-202509-0293,2025-09-18T18:42:59,2025-09-18T18:44:54,2025-09-18T18:59:51,897,18.579447,73.891213,FS-201,Shivajinagar Station,Industrial Incident,1,4,Z-2,Wagholi,10.684,10684.35,685.42,897
CAD-F-202503-0294,2025-03-04T23:50:10,2025-03-04T23:51:06,2025-03-04T23:59:07,481,18.650188,73.81698,FS-207,Nigdi Station,Electrical Fire,2,2,Z-4,Kharadi,6.02,6019.76,422.26,481
CAD-F-202507-0295,2025-07-16T08:06:18,2025-07-16T08:07:34,2025-07-16T08:15:33,479,18.622738,73.832069,FS-208,Bhosari Station,Residential Alarm,1,2,Z-5,Pimpri,2.774,2773.58,330.0,479
CAD-F-202508-0296,2025-08-10T15:04:23,2025-08-10T15:05:37,2025-08-10T15:15:56,619,18.480143,73.920284,FS-203,Hadapsar Station,Commercial Fire,1,2,Z-3,Kharadi,6.283,6283.07,537.11,619
CAD-F-202502-0297,2025-02-14T19:28:41,2025-02-14T19:30:26,2025-02-14T19:39:48,562,18.48642,73.924818,FS-203,Hadapsar Station,Residential Alarm,2,3,Z-3,Bhosari,5.52,5520.41,422.58,562
CAD-F-202510-0298,2025-10-14T08:44:44,2025-10-14T08:45:50,2025-10-14T08:50:33,283,18.51996,73.853277,FS-201,Shivajinagar Station,Structure Fire,1,4,Z-1,Nigdi,2.499,2498.91,179.77,283
CAD-F-202507-0299,2025-07-01T07:52:48,2025-07-01T07:53:40,2025-07-01T07:58:14,274,18.552106,73.942365,FS-205,Kharadi Station,Structure Fire,1,3,Z-2,Pimpri,1.154,1153.52,180.13,274
CAD-F-202509-0300,2025-09-24T18:48:01,2025-09-24T18:48:28,2025-09-24T18:55:10,402,18.655773,73.79989,FS-207,Nigdi Station,Industrial Incident,1,1,Z-4,Kharadi,4.282,4281.92,310.99,402
CAD-F-202504-0301,2025-04-20T07:14:01,2025-04-20T07:15:00,2025-04-20T07:28:42,822,18.691854,73.776623,FS-207,Nigdi Station,Structure Fire,1,4,Z-4,Pimpri,8.516,8516.38,618.98,822
CAD-F-202512-0302,2025-12-03T10:48:40,2025-12-03T10:50:23,2025-12-03T10:56:09,346,18.511989,73.852681,FS-201,Shivajinagar Station,Structure Fire,2,3,Z-1,Kharadi,4.138,4138.15,273.42,346
CAD-F-202511-0303,2025-11-25T09:00:11,2025-11-25T09:00:36,2025-11-25T09:05:02,266,18.523009,73.850487,FS-201,Shivajinagar Station,Residential Alarm,1,2,Z-1,Wagholi,1.647,1647.07,151.4,266
CAD-F-202502-0304,2025-02-04T05:34:18,2025-02-04T05:36:08,2025-02-04T05:43:40,452,18.55931,73.952579,FS-205,Kharadi Station,Structure Fire,2,2,Z-2,Pimpri,3.215,3214.57,331.43,452
CAD-F-202510-0305,2025-10-09T01:29:56,2025-10-09T01:31:12,2025-10-09T01:41:52,640,18.614289,73.805388,FS-207,Nigdi Station,Commercial Fire,2,1,Z-4,Baner,8.184,8183.94,624.95,640
CAD-F-202507-0306,2025-07-05T17:41:34,2025-07-05T17:42:12,2025-07-05T17:56:59,887,18.609686,73.911579,FS-204,Wagholi Station,Commercial Fire,2,1,Z-5,Wagholi,10.322,10321.95,665.12,887
CAD-F-202507-0307,2025-07-04T17:26:03,2025-07-04T17:26:56,2025-07-04T17:32:07,311,18.568708,73.943467,FS-205,Kharadi Station,Rescue Assist,1,3,Z-2,Pimpri,2.962,2961.75,204.11,311
CAD-F-202508-0308,2025-08-08T17:21:33,2025-08-08T17:22:50,2025-08-08T17:32:41,591,18.631131,73.876206,FS-208,Bhosari Station,Structure Fire,1,1,Z-5,Wagholi,5.032,5031.81,450.21,591
CAD-F-202504-0309,2025-04-25T17:12:14,2025-04-25T17:13:08,2025-04-25T17:22:19,551,18.534514,73.887958,FS-201,Shivajinagar Station,Vehicle Fire,3,2,Z-1,Nigdi,6.034,6033.93,398.22,551
CAD-F-202503-0310,2025-03-23T19:59:04,2025-03-23T19:59:39,2025-03-23T20:23:24,1425,18.591711,73.849929,FS-201,Shivajinagar Station,Commercial Fire,1,3,Z-5,Wagholi,8.011,8010.7,1095.76,1425
CAD-F-202508-0311,2025-08-11T16:03:36,2025-08-11T16:05:04,2025-08-11T16:19:24,860,18.693165,73.83541,FS-208,Bhosari Station,Structure Fire,1,3,Z-4,Kothrud,9.653,9652.56,758.47,860
CAD-F-202503-0312,2025-03-15T17:52:25,2025-03-15T17:53:53,2025-03-15T18:04:56,663,18.542603,73.910997,FS-205,Kharadi Station,Structure Fire,1,2,Z-2,Shivajinagar,6.242,6241.97,483.87,663
CAD-F-202510-0313,2025-10-02T17:17:36,2025-10-02T17:18:12,2025-10-02T17:32:39,867,18.476048,73.94033,FS-203,Hadapsar Station,Rescue Assist,3,3,Z-3,Shivajinagar,5.999,5998.87,641.16,867
CAD-F-202507-0314,2025-07-10T08:44:51,2025-07-10T08:45:42,2025-07-10T08:59:49,847,18.48916,73.908343,FS-203,Hadapsar Station,Residential Alarm,2,3,Z-3,Kharadi,7.928,7927.86,625.22,847
CAD-F-202507-0315,2025-07-10T02:22:11,2025-07-10T02:22:59,2025-07-10T02:28:31,332,18.640725,73.791738,FS-207,Nigdi Station,Residential Alarm,1,2,Z-4,Bhosari,4.358,4358.08,348.38,332
CAD-F-202508-0316,2025-08-03T18:03:43,2025-08-03T18:05:10,2025-08-03T18:10:20,310,18.562022,73.940583,FS-205,Kharadi Station,Residential Alarm,1,3,Z-2,Hadapsar,3.9,3899.71,247.47,310
CAD-F-202506-0317,2025-06-19T12:39:11,2025-06-19T12:40:45,2025-06-19T12:48:27,462,18.549829,73.896141,FS-205,Kharadi Station,Residential Alarm,1,2,Z-2,Bhosari,5.809,5808.58,369.18,462
CAD-F-202511-0318,2025-11-01T11:07:39,2025-11-01T11:09:13,2025-11-01T11:18:22,549,18.539129,73.908769,FS-205,Kharadi Station,Industrial Incident,1,3,Z-2,Wagholi,6.771,6771.08,480.45,549
CAD-F-202511-0319,2025-11-18T09:13:08,2025-11-18T09:15:02,2025-11-18T09:20:44,342,18.505567,73.891975,FS-203,Hadapsar Station,Vehicle Fire,1,1,Z-3,Kharadi,5.544,5544.26,234.78,342
CAD-F-202506-0320,2025-06-21T08:32:24,2025-06-21T08:34:02,2025-06-21T08:42:09,487,18.546597,73.875069,FS-201,Shivajinagar Station,Rescue Assist,1,1,Z-1,Shivajinagar,5.486,5486.27,391.81,487
CAD-F-202508-0321,2025-08-24T23:36:43,2025-08-24T23:37:38,2025-08-24T23:47:35,597,18.567843,73.903188,FS-201,Shivajinagar Station,Rescue Assist,1,3,Z-1,Shivajinagar,8.976,8975.94,556.61,597
CAD-F-202504-0322,2025-04-23T23:08:28,2025-04-23T23:09:03,2025-04-23T23:12:45,222,18.497849,73.938304,FS-203,Hadapsar Station,Commercial Fire,3,1,Z-3,Hadapsar,0.978,977.64,123.49,222
CAD-F-202511-0323,2025-11-15T14:08:09,2025-11-15T14:09:32,2025-11-15T14:16:47,435,18.603708,73.852914,FS-208,Bhosari Station,Residential Alarm,1,2,Z-5,Nigdi,3.144,3143.85,350.43,435
CAD-F-202510-0324,2025-10-12T00:59:52,2025-10-12T01:01:44,2025-10-12T01:07:05,321,18.621868,73.858275,FS-208,Bhosari Station,Commercial Fire,1,2,Z-5,Kothrud,2.938,2937.5,272.57,321
CAD-F-202505-0325,2025-05-05T16:41:34,2025-05-05T16:43:31,2025-05-05T16:51:33,482,18.628332,73.875429,FS-208,Bhosari Station,Vehicle Fire,2,3,Z-4,Baner,5.267,5266.6,410.39,482
CAD-F-202511-0326,2025-11-30T00:14:09,2025-11-30T00:14:55,2025-11-30T00:22:00,425,18.48645,73.899233,FS-203,Hadapsar Station,Structure Fire,2,1,Z-3,Chinchwad,7.187,7187.3,452.45,425
CAD-F-202507-0327,2025-07-16T22:47:38,2025-07-16T22:48:25,2025-07-16T22:50:55,150,18.558112,73.936451,FS-205,Kharadi Station,Structure Fire,2,1,Z-2,Pimpri,1.245,1244.86,124.53,150
CAD-F-202509-0328,2025-09-09T00:09:19,2025-09-09T00:09:47,2025-09-09T00:14:58,311,18.610351,73.858379,FS-208,Bhosari Station,Industrial Incident,2,4,Z-5,Baner,3.06,3059.76,309.5,311
CAD-F-202512-0329,2025-12-05T10:32:50,2025-12-05T10:33:28,2025-12-05T10:39:39,371,18.550577,73.858887,FS-201,Shivajinagar Station,Vehicle Fire,1,2,Z-1,Baner,2.878,2877.78,278.68,371
CAD-F-202512-0330,2025-12-08T19:30:11,2025-12-08T19:31:28,2025-12-08T19:37:50,382,18.644824,73.829422,FS-208,Bhosari Station,Commercial Fire,2,3,Z-4,Nigdi,3.161,3160.94,296.02,382
CAD-F-202509-0331,2025-09-20T04:36:44,2025-09-20T04:38:00,2025-09-20T04:42:22,262,18.651147,73.84867,FS-208,Bhosari Station,Structure Fire,1,1,Z-4,Baner,2.98,2979.98,254.58,262
CAD-F-202502-0332,2025-02-21T15:18:52,2025-02-21T15:19:52,2025-02-21T15:27:05,433,18.631111,73.78577,FS-207,Nigdi Station,Residential Alarm,1,1,Z-4,Wagholi,4.272,4271.54,387.04,433
CAD-F-202508-0333,2025-08-22T08:35:16,2025-08-22T08:36:10,2025-08-22T08:54:49,1119,18.640564,73.903353,FS-208,Bhosari Station,Structure Fire,2,2,Z-5,Bhosari,10.012,10011.67,918.9,1119
CAD-F-202504-0334,2025-04-05T20:17:29,2025-04-05T20:19:12,2025-04-05T20:28:45,573,18.556303,73.857587,FS-201,Shivajinagar Station,Commercial Fire,1,3,Z-1,Bhosari,4.12,4120.33,397.62,573
CAD-F-202506-0335,2025-06-09T11:14:21,2025-06-09T11:15:29,2025-06-09T11:30:31,902,18.593606,73.896117,FS-204,Wagholi Station,Residential Alarm,1,2,Z-5,Bhosari,11.743,11743.15,888.39,902
CAD-F-202501-0336,2025-01-02T11:36:28,2025-01-02T11:38:09,2025-01-02T11:48:21,612,18.534687,73.903823,FS-205,Kharadi Station,Structure Fire,1,2,Z-1,Bhosari,6.349,6348.97,507.79,612
CAD-F-202511-0337,2025-11-29T07:00:34,2025-11-29T07:02:30,2025-11-29T07:14:25,715,18.603368,73.926754,FS-204,Wagholi Station,Residential Alarm,3,3,Z-5,Nigdi,8.144,8143.52,531.42,715
CAD-F-202509-0338,2025-09-06T08:55:12,2025-09-06T08:56:07,2025-09-06T09:06:32,625,18.484315,73.921999,FS-203,Hadapsar Station,Structure Fire,1,3,Z-3,Pimpri,5.874,5873.54,491.74,625
CAD-F-202511-0339,2025-11-04T09:12:13,2025-11-04T09:12:57,2025-11-04T09:22:59,602,18.635059,73.807053,FS-207,Nigdi Station,Residential Alarm,1,4,Z-4,Wagholi,6.604,6603.65,495.72,602
CAD-F-202508-0340,2025-08-26T18:10:03,2025-08-26T18:11:58,2025-08-26T18:21:30,572,18.542292,73.896605,FS-201,Shivajinagar Station,Structure Fire,3,3,Z-2,Kharadi,6.16,6159.87,434.98,572
CAD-F-202508-0341,2025-08-29T16:20:05,2025-08-29T16:21:30,2025-08-29T16:34:20,770,18.613043,73.795631,FS-207,Nigdi Station,Structure Fire,1,1,Z-4,Nigdi,7.142,7141.95,675.92,770
CAD-F-202507-0342,2025-07-16T08:18:27,2025-07-16T08:19:19,2025-07-16T08:28:09,530,18.635577,73.804848,FS-207,Nigdi Station,Vehicle Fire,2,3,Z-4,Kharadi,6.267,6267.18,469.93,530
CAD-F-202502-0343,2025-02-17T02:27:15,2025-02-17T02:28:39,2025-02-17T02:39:22,643,18.576105,73.848591,FS-201,Shivajinagar Station,Residential Alarm,1,1,Z-5,Shivajinagar,6.4,6399.73,709.13,643
CAD-F-202509-0344,2025-09-15T17:45:03,2025-09-15T17:46:16,2025-09-15T18:07:16,1260,18.589835,73.857817,FS-208,Bhosari Station,Residential Alarm,1,1,Z-5,Nigdi,9.428,9428.47,986.09,1260
CAD-F-202505-0345,2025-05-18T17:42:00,2025-05-18T17:43:51,2025-05-18T17:54:31,640,18.619782,73.875699,FS-208,Bhosari Station,Commercial Fire,1,3,Z-5,Kharadi,5.529,5528.58,464.31,640
CAD-F-202512-0346,2025-12-02T10:19:47,2025-12-02T10:20:36,2025-12-02T10:26:08,332,18.54453,73.926647,FS-205,Kharadi Station,Structure Fire,1,2,Z-2,Kharadi,3.291,3291.35,258.84,332
CAD-F-202502-0347,2025-02-15T20:25:32,2025-02-15T20:27:31,2025-02-15T20:34:07,396,18.521976,73.82968,FS-201,Shivajinagar Station,Structure Fire,2,3,Z-1,Shivajinagar,2.789,2788.79,245.14,396
CAD-F-202501-0348,2025-01-15T09:22:35,2025-01-15T09:24:28,2025-01-15T09:34:40,612,18.62041,73.871038,FS-208,Bhosari Station,Rescue Assist,1,3,Z-5,Kothrud,5.099,5099.42,445.05,612
CAD-F-202502-0349,2025-02-23T07:51:20,2025-02-23T07:52:02,2025-02-23T08:05:46,824,18.612578,73.820497,FS-208,Bhosari Station,Vehicle Fire,1,1,Z-4,Shivajinagar,6.044,6043.72,597.49,824
CAD-F-202511-0350,2025-11-08T21:03:27,2025-11-08T21:04:07,2025-11-08T21:11:42,455,18.529824,73.920507,FS-205,Kharadi Station,Rescue Assist,3,1,Z-2,Hadapsar,4.952,4951.9,392.83,455
CAD-F-202503-0351,2025-03-26T07:05:32,2025-03-26T07:06:47,2025-03-26T07:12:33,346,18.668763,73.786039,FS-207,Nigdi Station,Commercial Fire,3,3,Z-4,Shivajinagar,3.378,3378.21,253.31,346
CAD-F-202505-0352,2025-05-05T20:02:44,2025-05-05T20:03:13,2025-05-05T20:06:23,190,18.655826,73.777616,FS-207,Nigdi Station,Structure Fire,1,4,Z-4,Hadapsar,1.395,1395.35,136.65,190
CAD-F-202501-0353,2025-01-10T04:03:56,2025-01-10T04:04:49,2025-01-10T04:12:02,433,18.52613,73.895489,FS-201,Shivajinagar Station,Industrial Incident,1,2,Z-2,Bhosari,5.91,5909.51,398.04,433
CAD-F-202506-0354,2025-06-27T17:41:45,2025-06-27T17:42:51,2025-06-27T17:50:48,477,18.548935,73.895221,FS-205,Kharadi Station,Vehicle Fire,1,1,Z-2,Hadapsar,5.649,5648.85,330.48,477
CAD-F-202510-0355,2025-10-24T17:55:31,2025-10-24T17:57:28,2025-10-24T18:16:14,1126,18.616146,73.887909,FS-208,Bhosari Station,Residential Alarm,1,1,Z-5,Chinchwad,7.435,7434.67,880.85,1126
CAD-F-202503-0356,2025-03-05T19:42:58,2025-03-05T19:44:57,2025-03-05T19:52:57,480,18.508501,73.887379,FS-203,Hadapsar Station,Structure Fire,2,2,Z-1,Wagholi,6.255,6255.07,337.61,480
CAD-F-202511-0357,2025-11-02T19:16:02,2025-11-02T19:16:41,2025-11-02T19:24:36,475,18.536104,73.847453,FS-201,Shivajinagar Station,Commercial Fire,1,3,Z-1,Bhosari,4.953,4952.84,370.66,475
CAD-F-202505-0358,2025-05-07T12:29:14,2025-05-07T12:31:03,2025-05-07T12:38:11,428,18.65237,73.798783,FS-207,Nigdi Station,Vehicle Fire,1,1,Z-4,Kothrud,4.312,4311.92,380.29,428
CAD-F-202503-0359,2025-03-30T10:21:39,2025-03-30T10:22:12,2025-03-30T10:27:24,312,18.541933,73.870315,FS-201,Shivajinagar Station,Vehicle Fire,2,2,Z-1,Pimpri,3.411,3410.73,249.25,312
CAD-F-202504-0360,2025-04-13T20:48:18,2025-04-13T20:49:54,2025-04-13T20:59:49,595,18.552284,73.873527,FS-201,Shivajinagar Station,Rescue Assist,1,2,Z-1,Kharadi,6.204,6203.85,430.03,595
CAD-F-202502-0361,2025-02-02T09:06:16,2025-02-02T09:08:01,2025-02-02T09:13:24,323,18.5076,73.901311,FS-203,Hadapsar Station,Structure Fire,1,3,Z-3,Wagholi,5.454,5454.35,272.93,323
CAD-F-202501-0362,2025-01-24T07:13:58,2025-01-24T07:15:47,2025-01-24T07:22:59,432,18.523854,73.824311,FS-201,Shivajinagar Station,Rescue Assist,1,4,Z-1,Bhosari,3.09,3090.22,336.29,432
CAD-F-202507-0363,2025-07-27T19:42:10,2025-07-27T19:42:56,2025-07-27T19:46:49,233,18.495871,73.949594,FS-203,Hadapsar Station,Vehicle Fire,1,1,Z-3,Kharadi,1.533,1533.18,129.83,233
CAD-F-202502-0364,2025-02-07T08:05:50,2025-02-07T08:07:39,2025-02-07T08:15:54,495,18.653594,73.809691,FS-207,Nigdi Station,Commercial Fire,1,1,Z-4,Nigdi,5.713,5712.84,418.32,495
CAD-F-202509-0365,2025-09-23T13:34:14,2025-09-23T13:34:50,2025-09-23T13:39:54,304,18.509327,73.893394,FS-203,Hadapsar Station,Rescue Assist,2,2,Z-3,Kharadi,6.218,6218.35,265.06,304
CAD-F-202506-0366,2025-06-23T08:19:52,2025-06-23T08:21:06,2025-06-23T08:25:00,234,18.505102,73.910793,FS-203,Hadapsar Station,Commercial Fire,1,1,Z-3,Chinchwad,3.552,3552.44,150.43,234
CAD-F-202502-0367,2025-02-12T21:56:31,2025-02-12T21:57:40,2025-02-12T22:06:34,534,18.561197,73.831193,FS-201,Shivajinagar Station,Commercial Fire,1,1,Z-1,Wagholi,5.429,5428.95,476.02,534
