Incident_ID,Call_Received_Time,Dispatch_Time,Unit_Enroute_Time,Arrival_Time,Dispatch_Delay_min,Travel_Time_min,Response_Time_min,Exceeded_8min_SLA,Latitude,Longitude,Zone,Incident_Type,Severity_Level,Priority,Station_ID,Unit_ID,Distance_Covered_km,Outcome,Hour_of_Day,Day_of_Week,Is_Peak_Hour,response_time_min,travel_time_min,priority,unit_status,station_id,vehicle_id
INC-2024-00266,19-12-2024 20:06,19-12-2024 20:09,19-12-2024 20:10,19-12-2024 20:15,3.9,5.1,9.4,Yes,18.450211,73.916955,Hadapsar,False Alarm,1,Low,FS-03,UNIT-016,4.6,False Alarm Confirmed,20,Thursday,No,5.5,4.028134908,Low,out_of_service,6,V265
INC-2024-00267,27-01-2024 18:55,27-01-2024 18:58,27-01-2024 18:59,27-01-2024 19:11,3,12.3,16.5,Yes,18.531,73.876176,Viman Nagar,Structure Fire,3,High,FS-04,UNIT-029,12.23,Extinguished,18,Saturday,Yes,13.5,10.93982652,High,available,8,V266
INC-2023-00268,09-02-2023 04:54,09-02-2023 04:55,09-02-2023 04:56,09-02-2023 05:03,1.6,7.2,9.9,Yes,18.48727,73.794155,Swargate,Wildland Fire,3,High,FS-03,UNIT-030,6.15,Controlled,4,Thursday,No,8.3,7.026906451,High,enroute,5,V267
INC-2024-00269,26-04-2024 18:14,26-04-2024 18:17,26-04-2024 18:17,26-04-2024 18:29,3.2,11.7,15.3,Yes,18.561978,73.779902,Pimpri,Rescue,2,Medium,FS-05,UNIT-030,10.42,Extinguished,18,Friday,Yes,12.1,8.766450491,Medium,out_of_service,4,V268
INC-2023-00270,24-07-2023 16:52,24-07-2023 16:53,24-07-2023 16:54,24-07-2023 16:57,1.5,2.8,5.3,No,18.57503,73.76623,Pimpri,Medical Emergency,3,High,FS-05,UNIT-026,2.25,Patient Stabilized,16,Monday,No,3.8,3.167446071,Low,enroute,4,V269
INC-2024-00271,16-04-2024 17:22,16-04-2024 17:23,16-04-2024 17:23,16-04-2024 17:28,1.3,4.9,6.8,No,18.464512,73.795969,Katraj,Medical Emergency,3,High,FS-04,UNIT-010,3.49,Extinguished,17,Tuesday,Yes,5.5,4.648407682,Low,available,4,V270
INC-2023-00272,09-11-2023 19:52,09-11-2023 19:54,09-11-2023 19:56,09-11-2023 20:01,2.5,5.3,9.5,Yes,18.534734,73.87781,Viman Nagar,Medical Emergency,3,High,FS-06,UNIT-029,5.14,Controlled,19,Thursday,Yes,7,5.062504852,Low,busy,6,V271
INC-2023-00273,22-08-2023 15:14,22-08-2023 15:16,22-08-2023 15:17,22-08-2023 15:26,2.1,8.5,12,Yes,18.540358,73.870775,Viman Nagar,Vehicle Fire,2,Medium,FS-06,UNIT-024,7.56,Patient Stabilized,15,Tuesday,No,9.9,7.106602289,High,busy,5,V272
INC-2023-00274,25-01-2023 13:42,25-01-2023 13:44,25-01-2023 13:45,25-01-2023 13:54,2.1,9.1,12.2,Yes,18.460378,73.926825,Hadapsar,Vehicle Fire,2,Medium,FS-04,UNIT-024,8.3,Contained,13,Wednesday,No,10.1,8.949808625,High,busy,3,V273
INC-2023-00275,17-07-2023 10:25,17-07-2023 10:30,17-07-2023 10:32,17-07-2023 10:41,5.6,8.6,16.2,Yes,18.575187,73.775469,Pimpri,False Alarm,1,Low,FS-03,UNIT-001,7.93,False Alarm Confirmed,10,Monday,No,10.6,8.832022052,Low,busy,1,V274
INC-2023-00276,03-12-2023 23:17,03-12-2023 23:20,03-12-2023 23:20,03-12-2023 23:25,3,5.3,8.7,Yes,18.491352,73.799187,Katraj,False Alarm,1,Low,FS-04,UNIT-011,2.99,False Alarm Confirmed,23,Sunday,No,5.7,4.35438834,Low,busy,1,V275
INC-2023-00277,13-03-2023 16:49,13-03-2023 16:50,13-03-2023 16:50,13-03-2023 16:58,1.2,7.5,9,Yes,18.501808,73.833471,Swargate,Wildland Fire,3,High,FS-03,UNIT-026,6.61,Extinguished,16,Monday,No,7.8,6.249921881,High,busy,3,V276
INC-2023-00278,13-10-2023 23:22,13-10-2023 23:26,13-10-2023 23:27,13-10-2023 23:34,4,7.7,12.8,Yes,18.48374,73.805676,Katraj,Road Accident,2,Medium,FS-04,UNIT-016,5.35,Extinguished,23,Friday,No,8.8,6.280656529,Low,enroute,4,V277
INC-2024-00279,18-10-2024 16:32,18-10-2024 16:34,18-10-2024 16:36,18-10-2024 16:42,2.9,6,10,Yes,18.447696,73.899022,Hadapsar,Road Accident,2,Medium,FS-02,UNIT-020,5.58,Contained,16,Friday,No,7.1,5.445170264,Low,enroute,1,V278
INC-2024-00280,14-02-2024 16:43,14-02-2024 16:45,14-02-2024 16:47,14-02-2024 16:50,2.5,3.3,7.7,No,18.479008,73.780204,Katraj,Road Accident,2,Medium,FS-01,UNIT-027,2.48,Extinguished,16,Wednesday,No,5.2,4.242895451,Low,available,4,V279
INC-2024-00281,03-07-2024 19:21,03-07-2024 19:22,03-07-2024 19:23,03-07-2024 19:26,1.7,3,5.3,No,18.511427,73.818772,Kothrud,Gas Leak,3,High,FS-02,UNIT-020,2.92,Extinguished,19,Wednesday,Yes,3.6,3.088380502,Low,out_of_service,1,V280
INC-2023-00282,29-01-2023 17:07,29-01-2023 17:10,29-01-2023 17:11,29-01-2023 17:25,3.2,13.7,18.3,Yes,18.517713,73.83768,Shivajinagar,Medical Emergency,3,High,FS-02,UNIT-004,12.56,Controlled,17,Sunday,Yes,15.1,13.32404219,Low,available,8,V281
INC-2023-00283,25-09-2023 04:11,25-09-2023 04:12,25-09-2023 04:14,25-09-2023 04:20,1.2,5.9,9,Yes,18.567913,73.767457,Pimpri,Gas Leak,3,High,FS-03,UNIT-007,4.99,Extinguished,4,Monday,No,7.8,5.657226877,Low,enroute,2,V282
INC-2024-00284,17-08-2024 20:16,17-08-2024 20:17,17-08-2024 20:18,17-08-2024 20:21,1.5,3.7,5.8,No,18.494805,73.85238,Kothrud,Rescue,2,Medium,FS-01,UNIT-008,3.13,Extinguished,20,Saturday,No,4.3,3.65952326,Medium,busy,8,V283
INC-2023-00285,09-02-2023 23:06,09-02-2023 23:09,09-02-2023 23:10,09-02-2023 23:18,3,7.8,12.5,Yes,18.467264,73.912731,Hadapsar,Structure Fire,3,High,FS-02,UNIT-007,5.4,Controlled,23,Thursday,No,9.5,7.735729832,High,available,7,V284
INC-2024-00286,02-09-2024 08:27,02-09-2024 08:27,02-09-2024 08:29,02-09-2024 08:41,0.9,11.4,14.3,Yes,18.505452,73.881536,Viman Nagar,Structure Fire,3,High,FS-03,UNIT-014,7.29,Extinguished,8,Monday,Yes,13.4,11.69867397,High,out_of_service,3,V285
INC-2023-00287,20-12-2023 23:46,20-12-2023 23:47,20-12-2023 23:48,20-12-2023 23:55,1,6.7,9.5,Yes,18.510175,73.865502,Viman Nagar,Wildland Fire,3,High,FS-06,UNIT-002,6.66,Patient Stabilized,23,Wednesday,No,8.5,6.418674151,High,enroute,4,V286
INC-2023-00288,18-11-2023 18:27,18-11-2023 18:28,18-11-2023 18:29,18-11-2023 18:31,1.4,2.5,4.7,No,18.548962,73.785465,Pimpri,Medical Emergency,3,High,FS-02,UNIT-025,1.8,Extinguished,18,Saturday,Yes,3.3,2.639571714,Low,enroute,3,V287
INC-2024-00289,12-09-2024 14:32,12-09-2024 14:35,12-09-2024 14:36,12-09-2024 14:39,3.5,2.9,7.8,No,18.514215,73.877433,Viman Nagar,Wildland Fire,3,High,FS-05,UNIT-017,1.63,Extinguished,14,Thursday,No,4.3,3.517164487,High,out_of_service,7,V288
INC-2023-00290,29-04-2023 16:24,29-04-2023 16:26,29-04-2023 16:27,29-04-2023 16:33,2.2,6,9.7,Yes,18.510248,73.824719,Kothrud,Medical Emergency,3,High,FS-04,UNIT-027,5.4,Extinguished,16,Saturday,No,7.5,5.519784361,Low,busy,3,V289
INC-2024-00291,13-08-2024 13:12,13-08-2024 13:15,13-08-2024 13:16,13-08-2024 13:22,3.6,6.4,10.7,Yes,18.524329,73.837873,Shivajinagar,Road Accident,2,Medium,FS-03,UNIT-006,4.39,Extinguished,13,Tuesday,No,7.1,5.374103586,Low,enroute,5,V290
INC-2023-00292,18-09-2023 08:02,18-09-2023 08:06,18-09-2023 08:07,18-09-2023 08:22,4.3,15,20.1,Yes,18.471167,73.777441,Katraj,Vehicle Fire,2,Medium,FS-01,UNIT-006,11.78,Contained,8,Monday,Yes,15.8,11.06709923,High,available,5,V291
INC-2024-00293,26-12-2024 11:27,26-12-2024 11:32,26-12-2024 11:32,26-12-2024 11:36,5,4,9.3,Yes,18.549974,73.871845,Viman Nagar,Road Accident,2,Medium,FS-04,UNIT-007,3.04,Extinguished,11,Thursday,No,4.3,3.241802099,Low,available,5,V292
INC-2023-00294,02-01-2023 07:33,02-01-2023 07:34,02-01-2023 07:35,02-01-2023 07:38,1.9,2.5,5.3,No,18.539422,73.903435,Viman Nagar,Hazmat,3,High,FS-05,UNIT-023,2.4,Controlled,7,Monday,No,3.4,2.835434011,Low,enroute,7,V293
INC-2024-00295,05-07-2024 13:43,05-07-2024 13:45,05-07-2024 13:46,05-07-2024 13:51,2.8,5.2,8.6,Yes,18.535783,73.88219,Viman Nagar,Medical Emergency,3,High,FS-05,UNIT-018,4.15,Controlled,13,Friday,No,5.8,4.154289347,Low,busy,2,V294
INC-2024-00296,17-11-2024 15:12,17-11-2024 15:15,17-11-2024 15:16,17-11-2024 15:21,3.2,4.9,9.3,Yes,18.46101,73.90335,Hadapsar,Medical Emergency,3,High,FS-01,UNIT-025,2.54,Extinguished,15,Sunday,No,6.1,4.600656339,Low,available,6,V295
INC-2024-00297,08-01-2024 17:27,08-01-2024 17:27,08-01-2024 17:29,08-01-2024 17:33,0.8,4.7,6.8,No,18.446703,73.915478,Hadapsar,Structure Fire,3,High,FS-06,UNIT-019,4.23,Extinguished,17,Monday,Yes,6,5.35196911,High,enroute,2,V296
INC-2023-00298,13-03-2023 15:42,13-03-2023 15:46,13-03-2023 15:47,13-03-2023 15:50,4.7,2.5,8.2,Yes,18.509436,73.868069,Shivajinagar,Road Accident,2,Medium,FS-03,UNIT-022,1.27,Patient Stabilized,15,Monday,No,3.5,2.550028418,Low,out_of_service,8,V297
INC-2023-00299,05-12-2023 22:39,05-12-2023 22:41,05-12-2023 22:43,05-12-2023 22:47,2.5,3.8,8.2,Yes,18.459459,73.90193,Hadapsar,Structure Fire,3,High,FS-06,UNIT-028,3.19,Patient Stabilized,22,Tuesday,No,5.7,4.49429923,High,busy,7,V298
INC-2023-00300,18-11-2023 10:42,18-11-2023 10:46,18-11-2023 10:47,18-11-2023 10:54,4.9,7.7,12.9,Yes,18.51497,73.838001,Kothrud,Vehicle Fire,2,Medium,FS-04,UNIT-014,6.57,Extinguished,10,Saturday,No,8,7.1342369,High,busy,3,V299
INC-2023-00301,08-05-2023 09:46,08-05-2023 09:47,08-05-2023 09:49,08-05-2023 09:59,1.5,10.6,13.8,Yes,18.52234,73.881557,Viman Nagar,Medical Emergency,3,High,FS-04,UNIT-027,10.22,Controlled,9,Monday,Yes,12.3,9.30581869,Low,enroute,2,V300
INC-2023-00302,04-11-2023 12:32,04-11-2023 12:35,04-11-2023 12:35,04-11-2023 12:41,3,5.8,9.5,Yes,18.503969,73.861176,Shivajinagar,Electrical Fire,2,Medium,FS-02,UNIT-020,4.82,Patient Stabilized,12,Saturday,No,6.5,5.69084127,High,busy,7,V301
INC-2023-00303,13-11-2023 22:42,13-11-2023 22:44,13-11-2023 22:46,13-11-2023 22:53,2.9,7.6,11.6,Yes,18.523067,73.871925,Viman Nagar,Structure Fire,3,High,FS-02,UNIT-020,6.53,Extinguished,22,Monday,No,8.7,6.616105375,High,busy,1,V302
INC-2024-00304,23-02-2024 17:20,23-02-2024 17:23,23-02-2024 17:24,23-02-2024 17:36,3.3,11.4,16,Yes,18.521974,73.880175,Viman Nagar,Medical Emergency,3,High,FS-04,UNIT-006,8.47,Extinguished,17,Friday,Yes,12.7,11.29710887,Low,enroute,8,V303
INC-2024-00305,17-02-2024 15:44,17-02-2024 15:46,17-02-2024 15:47,17-02-2024 15:49,2.6,2.4,5.9,No,18.516226,73.820339,Kothrud,Road Accident,2,Medium,FS-04,UNIT-027,1.46,Contained,15,Saturday,No,3.3,2.585603636,Low,available,5,V304
INC-2023-00306,30-10-2023 12:35,30-10-2023 12:37,30-10-2023 12:39,30-10-2023 12:41,2.2,2.3,6.4,No,18.521402,73.872854,Shivajinagar,Gas Leak,3,High,FS-02,UNIT-013,2.05,Controlled,12,Monday,No,4.2,3.063975695,Low,enroute,6,V305
INC-2023-00307,11-05-2023 21:12,11-05-2023 21:16,11-05-2023 21:17,11-05-2023 21:24,4.1,6.9,12.5,Yes,18.499417,73.799456,Swargate,Vehicle Fire,2,Medium,FS-04,UNIT-012,6.43,Extinguished,21,Thursday,No,8.4,5.997671176,High,enroute,3,V306
INC-2024-00308,06-03-2024 19:42,06-03-2024 19:47,06-03-2024 19:48,06-03-2024 20:02,5.9,13.4,20,Yes,18.494235,73.865434,Shivajinagar,False Alarm,1,Low,FS-04,UNIT-025,9.03,False Alarm Confirmed,19,Wednesday,Yes,14.1,11.01165211,Low,busy,5,V307
INC-2024-00309,24-01-2024 09:43,24-01-2024 09:46,24-01-2024 09:47,24-01-2024 10:00,3.3,13.1,17.3,Yes,18.542192,73.776491,Pimpri,Road Accident,2,Medium,FS-05,UNIT-016,9.68,Patient Stabilized,9,Wednesday,Yes,14,12.43539665,Low,busy,3,V308
INC-2023-00310,28-06-2023 19:39,28-06-2023 19:40,28-06-2023 19:42,28-06-2023 19:49,1.6,6.9,10.4,Yes,18.521611,73.847232,Shivajinagar,Structure Fire,3,High,FS-05,UNIT-027,5.44,Extinguished,19,Wednesday,Yes,8.8,7.774243756,High,busy,6,V309
INC-2024-00311,05-08-2024 15:19,05-08-2024 15:22,05-08-2024 15:23,05-08-2024 15:26,3.3,3.7,7.8,No,18.5234,73.888385,Viman Nagar,Medical Emergency,3,High,FS-04,UNIT-017,3,Patient Stabilized,15,Monday,No,4.5,3.250977337,Low,available,2,V310
INC-2024-00312,20-02-2024 18:35,20-02-2024 18:35,20-02-2024 18:37,20-02-2024 18:45,0.6,8.7,10.8,Yes,18.459194,73.908566,Hadapsar,Medical Emergency,3,High,FS-04,UNIT-008,8.44,Controlled,18,Tuesday,Yes,10.2,9.164434717,Low,out_of_service,4,V311
INC-2023-00313,01-01-2023 14:19,01-01-2023 14:20,01-01-2023 14:21,01-01-2023 14:24,1.3,3.9,5.9,No,18.520741,73.806649,Swargate,Medical Emergency,3,High,FS-06,UNIT-004,2.01,Extinguished,14,Sunday,No,4.6,3.569334061,Low,enroute,3,V312
INC-2023-00314,21-10-2023 13:13,21-10-2023 13:16,21-10-2023 13:18,21-10-2023 13:22,3.9,3.8,9.6,Yes,18.522697,73.871972,Shivajinagar,Vehicle Fire,2,Medium,FS-04,UNIT-019,3.58,Extinguished,13,Saturday,No,5.7,4.616460142,High,available,8,V313
INC-2024-00315,16-03-2024 14:50,16-03-2024 14:52,16-03-2024 14:53,16-03-2024 15:01,2.5,7.6,11.1,Yes,18.46096,73.815538,Katraj,Hazmat,3,High,FS-05,UNIT-030,4.36,Extinguished,14,Saturday,No,8.6,6.454266347,Low,out_of_service,6,V314
INC-2024-00316,16-08-2024 09:38,16-08-2024 09:43,16-08-2024 09:44,16-08-2024 09:52,5.4,8.1,14.6,Yes,18.440494,73.903242,Hadapsar,False Alarm,1,Low,FS-03,UNIT-003,6.37,False Alarm Confirmed,9,Friday,Yes,9.2,7.386935673,Low,busy,8,V315
INC-2024-00317,01-11-2024 09:20,01-11-2024 09:21,01-11-2024 09:22,01-11-2024 09:32,1.1,9.7,12.6,Yes,18.485036,73.936271,Hadapsar,Wildland Fire,3,High,FS-03,UNIT-013,6.7,Patient Stabilized,9,Friday,Yes,11.5,10.06567165,High,enroute,6,V316
INC-2024-00318,21-04-2024 07:28,21-04-2024 07:31,21-04-2024 07:31,21-04-2024 07:37,3.3,5.9,9.8,Yes,18.545142,73.872759,Shivajinagar,Gas Leak,3,High,FS-06,UNIT-025,3.86,Controlled,7,Sunday,No,6.5,5.297469434,Low,available,4,V317
INC-2024-00319,28-03-2024 05:43,28-03-2024 05:46,28-03-2024 05:47,28-03-2024 05:49,3.6,2.1,6.2,No,18.542842,73.84956,Shivajinagar,False Alarm,1,Low,FS-04,UNIT-016,1.74,False Alarm Confirmed,5,Thursday,No,2.6,1.842304988,Low,enroute,6,V318
INC-2023-00320,07-08-2023 21:32,07-08-2023 21:35,07-08-2023 21:36,07-08-2023 21:38,3.7,2.3,6.4,No,18.514795,73.849091,Shivajinagar,False Alarm,1,Low,FS-02,UNIT-003,1.81,False Alarm Confirmed,21,Monday,No,2.7,2.294333513,Low,enroute,1,V319
INC-2024-00321,29-04-2024 10:50,29-04-2024 10:50,29-04-2024 10:51,29-04-2024 10:57,0.6,5.2,7.1,No,18.517664,73.857166,Shivajinagar,Hazmat,3,High,FS-03,UNIT-027,4.01,Extinguished,10,Monday,No,6.5,5.528594174,Low,out_of_service,7,V320
INC-2023-00322,23-06-2023 03:42,23-06-2023 03:43,23-06-2023 03:45,23-06-2023 03:52,1.8,7.1,10.6,Yes,18.527774,73.896701,Viman Nagar,Medical Emergency,3,High,FS-05,UNIT-008,4.35,Patient Stabilized,3,Friday,No,8.8,6.642009691,Low,available,6,V321
INC-2023-00323,28-03-2023 05:18,28-03-2023 05:20,28-03-2023 05:22,28-03-2023 05:24,2.8,2.4,6.8,No,18.490618,73.84755,Shivajinagar,False Alarm,1,Low,FS-05,UNIT-029,1.79,False Alarm Confirmed,5,Tuesday,No,4,3.275974079,Low,out_of_service,8,V322
INC-2024-00324,11-06-2024 15:42,11-06-2024 15:44,11-06-2024 15:46,11-06-2024 15:49,2.9,2.7,7.2,No,18.506897,73.776446,Swargate,Structure Fire,3,High,FS-04,UNIT-002,1.71,Extinguished,15,Tuesday,No,4.3,3.646970138,High,enroute,6,V323
INC-2024-00325,10-10-2024 16:39,10-10-2024 16:40,10-10-2024 16:42,10-10-2024 16:50,1.3,7.9,11,Yes,18.588517,73.767107,Pimpri,Structure Fire,3,High,FS-03,UNIT-006,4.86,Controlled,16,Thursday,No,9.7,7.625159062,High,enroute,7,V324
INC-2023-00326,10-12-2023 12:05,10-12-2023 12:06,10-12-2023 12:08,10-12-2023 12:13,1.6,4.9,8.1,Yes,18.572748,73.794595,Pimpri,Rescue,2,Medium,FS-05,UNIT-012,4.09,Contained,12,Sunday,No,6.5,4.879001224,Medium,out_of_service,4,V325
INC-2023-00327,29-08-2023 08:43,29-08-2023 08:44,29-08-2023 08:46,29-08-2023 08:55,1.6,8.8,12,Yes,18.524088,73.812404,Shivajinagar,Structure Fire,3,High,FS-03,UNIT-020,7.78,Extinguished,8,Tuesday,Yes,10.4,7.828349298,High,enroute,2,V326
INC-2023-00328,14-11-2023 01:14,14-11-2023 01:16,14-11-2023 01:17,14-11-2023 01:20,2.7,3,6.5,No,18.480136,73.821556,Katraj,Road Accident,2,Medium,FS-02,UNIT-015,1.65,Contained,1,Tuesday,No,3.8,2.904345334,Low,available,8,V327
INC-2023-00329,23-07-2023 16:09,23-07-2023 16:11,23-07-2023 16:13,23-07-2023 16:19,2.8,6.2,10.6,Yes,18.518407,73.836408,Viman Nagar,Structure Fire,3,High,FS-03,UNIT-008,3.29,Controlled,16,Sunday,No,7.8,6.682305556,High,enroute,1,V328
INC-2023-00330,26-01-2023 16:02,26-01-2023 16:04,26-01-2023 16:05,26-01-2023 16:11,2.5,6.1,9.3,Yes,18.520255,73.829168,Kothrud,Wildland Fire,3,High,FS-02,UNIT-011,3.42,Controlled,16,Thursday,No,6.8,4.933670159,High,available,2,V329
INC-2023-00331,08-09-2023 07:30,08-09-2023 07:30,08-09-2023 07:32,08-09-2023 07:40,0.6,8.2,10.2,Yes,18.515508,73.811481,Kothrud,Medical Emergency,3,High,FS-02,UNIT-001,6.08,Extinguished,7,Friday,No,9.6,7.838204955,Low,enroute,8,V330
INC-2024-00332,17-09-2024 12:54,17-09-2024 12:58,17-09-2024 12:59,17-09-2024 13:02,4.2,3.3,8.8,Yes,18.59941,73.778091,Pimpri,Rescue,2,Medium,FS-05,UNIT-010,1.69,Contained,12,Tuesday,No,4.6,4.056734669,Medium,out_of_service,3,V331
INC-2023-00333,16-03-2023 12:29,16-03-2023 12:31,16-03-2023 12:33,16-03-2023 12:37,2.6,4.3,8.4,Yes,18.495371,73.872581,Shivajinagar,False Alarm,1,Low,FS-05,UNIT-004,3.28,False Alarm Confirmed,12,Thursday,No,5.8,5.165016002,Low,busy,7,V332
INC-2024-00334,29-02-2024 15:56,29-02-2024 15:58,29-02-2024 15:59,29-02-2024 16:02,2,2.7,6.3,No,18.493105,73.782541,Katraj,Road Accident,2,Medium,FS-05,UNIT-008,2.6,Extinguished,15,Thursday,No,4.3,3.199726359,Low,busy,7,V333
INC-2024-00335,06-10-2024 11:36,06-10-2024 11:36,06-10-2024 11:37,06-10-2024 11:45,0.9,8.5,9.9,Yes,18.497475,73.771316,Katraj,Medical Emergency,3,High,FS-05,UNIT-027,7.01,Extinguished,11,Sunday,No,9,7.613915481,Low,enroute,5,V334
INC-2023-00336,19-07-2023 17:45,19-07-2023 17:46,19-07-2023 17:47,19-07-2023 17:50,1.6,2.9,5.2,No,18.559337,73.784151,Pimpri,Structure Fire,3,High,FS-03,UNIT-005,2.84,Extinguished,17,Wednesday,Yes,3.6,3.151848101,High,available,1,V335
INC-2024-00337,14-12-2024 11:24,14-12-2024 11:26,14-12-2024 11:26,14-12-2024 11:31,2,4.5,7,No,18.488114,73.869847,Shivajinagar,Road Accident,2,Medium,FS-03,UNIT-007,2.47,Extinguished,11,Saturday,No,5,3.55997202,Low,out_of_service,2,V336
INC-2024-00338,21-05-2024 20:25,21-05-2024 20:26,21-05-2024 20:27,21-05-2024 20:32,1.9,5,7.7,No,18.498065,73.827242,Kothrud,Structure Fire,3,High,FS-04,UNIT-006,3.72,Extinguished,20,Tuesday,No,5.8,4.068206995,High,enroute,3,V337
INC-2023-00339,07-09-2023 07:09,07-09-2023 07:12,07-09-2023 07:13,07-09-2023 07:21,3.3,8.4,12.4,Yes,18.585222,73.768526,Pimpri,Road Accident,2,Medium,FS-03,UNIT-006,5.99,Extinguished,7,Thursday,No,9.1,8.010314468,Low,available,7,V338
INC-2024-00340,02-11-2024 20:44,02-11-2024 20:45,02-11-2024 20:46,02-11-2024 20:56,1.8,9.7,12,Yes,18.473107,73.763928,Katraj,Road Accident,2,Medium,FS-02,UNIT-023,5.37,Extinguished,20,Saturday,No,10.2,8.716048411,Low,available,6,V339
INC-2023-00341,06-01-2023 23:57,06-01-2023 23:59,07-01-2023 00:00,07-01-2023 00:02,2.9,2.4,5.7,No,18.541489,73.903034,Viman Nagar,Rescue,2,Medium,FS-03,UNIT-006,1.55,Contained,23,Friday,No,2.8,2.391323978,Medium,enroute,7,V340
INC-2023-00342,20-04-2023 15:49,20-04-2023 15:52,20-04-2023 15:53,20-04-2023 16:00,3.2,6.3,11.2,Yes,18.535618,73.917521,Wagholi,Wildland Fire,3,High,FS-03,UNIT-007,4.3,Extinguished,15,Thursday,No,8,6.602356707,High,out_of_service,5,V341
INC-2024-00343,11-03-2024 21:14,11-03-2024 21:14,11-03-2024 21:15,11-03-2024 21:17,0.6,2.3,3.7,No,18.538942,73.911945,Viman Nagar,Wildland Fire,3,High,FS-01,UNIT-020,1.96,Extinguished,21,Monday,No,3.1,2.602606007,High,busy,2,V342
INC-2023-00344,30-06-2023 21:51,30-06-2023 21:52,30-06-2023 21:52,30-06-2023 21:59,1.3,6.6,8.4,Yes,18.492534,73.835859,Swargate,Medical Emergency,3,High,FS-06,UNIT-029,4.55,Controlled,21,Friday,No,7.1,5.488339868,Low,enroute,5,V343
INC-2024-00345,13-12-2024 13:33,13-12-2024 13:35,13-12-2024 13:36,13-12-2024 13:39,2.4,2.9,6.3,No,18.558873,73.890304,Wagholi,Electrical Fire,2,Medium,FS-03,UNIT-006,2.73,Contained,13,Friday,No,3.9,3.120265671,High,enroute,1,V344
INC-2024-00346,20-04-2024 13:03,20-04-2024 13:04,20-04-2024 13:06,20-04-2024 13:08,1.7,2.6,5.8,No,18.467837,73.823275,Katraj,Medical Emergency,3,High,FS-01,UNIT-007,1.53,Extinguished,13,Saturday,No,4.1,3.215408701,Low,out_of_service,3,V345
INC-2024-00347,24-07-2024 16:15,24-07-2024 16:15,24-07-2024 16:17,24-07-2024 16:23,0.6,6.4,8.4,Yes,18.51437,73.867655,Shivajinagar,Structure Fire,3,High,FS-02,UNIT-009,3.33,Controlled,16,Wednesday,No,7.8,6.911433,High,enroute,8,V346
INC-2023-00348,05-05-2023 16:29,05-05-2023 16:31,05-05-2023 16:31,05-05-2023 16:35,2.3,3.3,6.2,No,18.507566,73.841281,Shivajinagar,Medical Emergency,3,High,FS-03,UNIT-027,2.57,Controlled,16,Friday,No,3.9,3.486559182,Low,busy,3,V347
INC-2023-00349,17-05-2023 13:51,17-05-2023 13:52,17-05-2023 13:52,17-05-2023 14:01,1.1,8.2,10.1,Yes,18.45013,73.793908,Katraj,Medical Emergency,3,High,FS-02,UNIT-021,5.58,Controlled,13,Wednesday,No,9,7.323150449,Low,busy,6,V348
INC-2024-00350,20-04-2024 19:42,20-04-2024 19:44,20-04-2024 19:45,20-04-2024 19:57,2.9,12,15.9,Yes,18.550253,73.755718,Pimpri,Road Accident,2,Medium,FS-02,UNIT-005,11.37,Patient Stabilized,19,Saturday,Yes,13,11.01285206,Low,busy,2,V349
INC-2024-00351,27-06-2024 16:35,27-06-2024 16:36,27-06-2024 16:37,27-06-2024 16:43,1.6,6.7,8.7,Yes,18.499876,73.823954,Kothrud,Medical Emergency,3,High,FS-05,UNIT-026,4.63,Extinguished,16,Thursday,No,7.1,5.480919508,Low,enroute,7,V350
INC-2024-00352,01-09-2024 11:20,01-09-2024 11:24,01-09-2024 11:25,01-09-2024 11:34,4.2,8.6,14,Yes,18.526788,73.862973,Shivajinagar,Road Accident,2,Medium,FS-01,UNIT-023,7.02,Controlled,11,Sunday,No,9.8,8.716632293,Low,out_of_service,2,V351
INC-2024-00353,29-03-2024 12:39,29-03-2024 12:39,29-03-2024 12:40,29-03-2024 12:42,0.5,2.1,3.7,No,18.528835,73.850883,Shivajinagar,Structure Fire,3,High,FS-05,UNIT-010,1.92,Controlled,12,Friday,No,3.2,2.593924576,High,available,6,V352
INC-2024-00354,31-05-2024 00:27,31-05-2024 00:28,31-05-2024 00:30,31-05-2024 00:34,1.6,4,7.2,No,18.437351,73.931125,Hadapsar,Road Accident,2,Medium,FS-04,UNIT-015,3.2,Contained,0,Friday,No,5.6,4.167563202,Low,available,5,V353
INC-2024-00355,15-07-2024 07:28,15-07-2024 07:31,15-07-2024 07:31,15-07-2024 07:34,3,2.6,6,No,18.516354,73.89992,Wagholi,Rescue,2,Medium,FS-05,UNIT-003,2.05,Patient Stabilized,7,Monday,No,3,2.528525336,Medium,available,6,V354
INC-2023-00356,12-06-2023 18:47,12-06-2023 18:52,12-06-2023 18:54,12-06-2023 19:02,5.3,8.6,15.7,Yes,18.523675,73.880165,Viman Nagar,False Alarm,1,Low,FS-06,UNIT-008,5.72,False Alarm Confirmed,18,Monday,Yes,10.4,7.399496764,Low,available,1,V355
INC-2024-00357,01-05-2024 23:28,01-05-2024 23:30,01-05-2024 23:32,01-05-2024 23:35,2.6,2.8,7.3,No,18.506836,73.886794,Viman Nagar,Wildland Fire,3,High,FS-02,UNIT-027,2.18,Controlled,23,Wednesday,No,4.7,3.697013701,High,out_of_service,1,V356
